lat,long,time,price
43.656,-79.435,540,CA$6-8
43.656,-79.425,540,CA$5-7
43.656,-79.415,480,CA$5-7
43.656,-79.405,180,CA$5-8
43.656,-79.395,120,CA$6-8
43.656,-79.385,120,CA$6-8
43.656,-79.375,120,CA$5-8
43.656,-79.365,120,CA$5-8
43.666,-79.435,480,CA$6-8
43.666,-79.425,540,CA$6-8
43.666,-79.415,360,CA$5-7
43.666,-79.405,240,CA$5-8
43.666,-79.395,240,CA$5-8
43.666,-79.385,120,CA$5-7
43.666,-79.375,120,CA$5-7
43.666,-79.365,420,CA$5-8
