lat,long,time,price
43.657,-79.424,-1,-1
43.657,-79.423,-1,-1
43.657,-79.422,-1,-1
43.657,-79.421,-1,-1
43.657,-79.420,-1,-1
43.657,-79.419,-1,-1
43.657,-79.418,-1,-1
43.657,-79.417,-1,-1
43.657,-79.416,-1,-1
43.657,-79.415,-1,-1
43.657,-79.414,-1,-1
43.657,-79.413,-1,-1
43.657,-79.412,-1,-1
43.657,-79.411,-1,-1
43.657,-79.410,-1,-1
43.657,-79.409,-1,-1
43.657,-79.408,-1,-1
43.657,-79.407,-1,-1
43.657,-79.406,-1,-1
43.657,-79.405,-1,-1
43.657,-79.404,-1,-1
43.657,-79.403,-1,-1
43.657,-79.402,-1,-1
43.657,-79.401,-1,-1
43.657,-79.400,-1,-1
43.657,-79.399,-1,-1
43.657,-79.398,-1,-1
43.657,-79.397,-1,-1
43.657,-79.396,-1,-1
43.657,-79.395,-1,-1
43.657,-79.394,-1,-1
43.657,-79.393,-1,-1
43.657,-79.392,-1,-1
43.657,-79.391,-1,-1
43.657,-79.390,-1,-1
43.657,-79.389,-1,-1
43.657,-79.388,-1,-1
43.657,-79.387,-1,-1
43.657,-79.386,-1,-1
43.657,-79.385,-1,-1
43.657,-79.384,-1,-1
43.657,-79.383,-1,-1
43.657,-79.382,-1,-1
43.657,-79.381,-1,-1
43.657,-79.380,-1,-1
43.657,-79.379,-1,-1
43.657,-79.378,-1,-1
43.657,-79.377,-1,-1
43.657,-79.376,-1,-1
43.657,-79.375,-1,-1
43.657,-79.374,-1,-1
43.657,-79.373,-1,-1
43.657,-79.372,-1,-1
43.657,-79.371,-1,-1
43.657,-79.370,-1,-1
43.657,-79.369,-1,-1
43.657,-79.368,-1,-1
43.657,-79.367,-1,-1
43.657,-79.366,-1,-1
43.657,-79.365,-1,-1
43.657,-79.364,-1,-1
43.657,-79.363,-1,-1
43.657,-79.362,-1,-1
43.657,-79.361,-1,-1
43.657,-79.360,-1,-1
43.658,-79.435,-1,-1
43.658,-79.434,-1,-1
43.658,-79.433,-1,-1
43.658,-79.432,-1,-1
43.658,-79.431,-1,-1
43.658,-79.430,-1,-1
43.658,-79.429,-1,-1
43.658,-79.428,-1,-1
43.658,-79.427,-1,-1
43.658,-79.426,-1,-1
43.658,-79.425,-1,-1
43.658,-79.424,-1,-1
43.658,-79.423,-1,-1
43.658,-79.422,-1,-1
43.658,-79.421,-1,-1
43.658,-79.420,-1,-1
43.658,-79.419,-1,-1
43.658,-79.418,-1,-1
43.658,-79.417,-1,-1
43.658,-79.416,-1,-1
43.658,-79.415,-1,-1
43.658,-79.414,-1,-1
43.658,-79.413,-1,-1
43.658,-79.412,-1,-1
43.658,-79.411,-1,-1
43.658,-79.410,-1,-1
43.658,-79.409,-1,-1
43.658,-79.408,-1,-1
43.658,-79.407,-1,-1
43.658,-79.406,-1,-1
43.658,-79.405,-1,-1
43.658,-79.404,-1,-1
43.658,-79.403,-1,-1
43.658,-79.402,-1,-1
43.658,-79.401,-1,-1
43.658,-79.400,-1,-1
43.658,-79.399,-1,-1
43.658,-79.398,-1,-1
43.658,-79.397,-1,-1
43.658,-79.396,-1,-1
43.658,-79.395,-1,-1
43.658,-79.394,-1,-1
43.658,-79.393,-1,-1
43.658,-79.392,-1,-1
43.658,-79.391,-1,-1
43.658,-79.390,-1,-1
43.658,-79.389,-1,-1
43.658,-79.388,-1,-1
43.658,-79.387,-1,-1
43.658,-79.386,-1,-1
43.658,-79.385,-1,-1
43.658,-79.384,-1,-1
43.658,-79.383,-1,-1
43.658,-79.382,-1,-1
43.658,-79.381,-1,-1
43.658,-79.380,-1,-1
43.658,-79.379,-1,-1
43.658,-79.378,-1,-1
43.658,-79.377,-1,-1
43.658,-79.376,-1,-1
43.658,-79.375,-1,-1
43.658,-79.374,-1,-1
43.658,-79.373,-1,-1
43.658,-79.372,-1,-1
43.658,-79.371,-1,-1
43.658,-79.370,-1,-1
43.658,-79.369,-1,-1
43.658,-79.368,-1,-1
43.658,-79.367,-1,-1
43.658,-79.366,-1,-1
43.658,-79.365,-1,-1
43.658,-79.364,-1,-1
43.658,-79.363,-1,-1
43.658,-79.362,-1,-1
43.658,-79.361,-1,-1
43.658,-79.360,-1,-1
43.659,-79.435,-1,-1
43.659,-79.434,-1,-1
43.659,-79.433,-1,-1
43.659,-79.432,-1,-1
43.659,-79.431,-1,-1
43.659,-79.430,-1,-1
43.659,-79.429,-1,-1
43.659,-79.428,-1,-1
43.659,-79.427,-1,-1
43.659,-79.426,-1,-1
43.659,-79.425,-1,-1
43.659,-79.424,-1,-1
43.659,-79.423,-1,-1
43.659,-79.422,-1,-1
43.659,-79.421,-1,-1
43.659,-79.420,-1,-1
43.659,-79.419,-1,-1
43.659,-79.418,-1,-1
43.659,-79.417,-1,-1
43.659,-79.416,-1,-1
43.659,-79.415,-1,-1
43.659,-79.414,-1,-1
43.659,-79.413,-1,-1
43.659,-79.412,-1,-1
43.659,-79.411,-1,-1
43.659,-79.410,-1,-1
43.659,-79.409,-1,-1
43.659,-79.408,-1,-1
43.659,-79.407,-1,-1
43.659,-79.406,-1,-1
43.659,-79.405,-1,-1
43.659,-79.404,-1,-1
43.659,-79.403,-1,-1
43.659,-79.402,-1,-1
43.659,-79.401,-1,-1
43.659,-79.400,-1,-1
43.659,-79.399,-1,-1
43.659,-79.398,-1,-1
43.659,-79.397,-1,-1
43.659,-79.396,-1,-1
43.659,-79.395,-1,-1
43.659,-79.394,-1,-1
43.659,-79.393,-1,-1
43.659,-79.392,-1,-1
43.659,-79.391,-1,-1
43.659,-79.390,-1,-1
43.659,-79.389,-1,-1
43.659,-79.388,-1,-1
43.659,-79.387,-1,-1
43.659,-79.386,-1,-1
43.659,-79.385,-1,-1
43.659,-79.384,-1,-1
43.659,-79.383,-1,-1
43.659,-79.382,-1,-1
43.659,-79.381,-1,-1
43.659,-79.380,-1,-1
43.659,-79.379,-1,-1
43.659,-79.378,-1,-1
43.659,-79.377,-1,-1
43.659,-79.376,-1,-1
43.659,-79.375,-1,-1
43.659,-79.374,-1,-1
43.659,-79.373,-1,-1
43.659,-79.372,-1,-1
43.659,-79.371,-1,-1
43.659,-79.370,-1,-1
43.659,-79.369,-1,-1
43.659,-79.368,-1,-1
43.659,-79.367,-1,-1
43.659,-79.366,-1,-1
43.659,-79.365,-1,-1
43.659,-79.364,-1,-1
43.659,-79.363,-1,-1
43.659,-79.362,-1,-1
43.659,-79.361,-1,-1
43.659,-79.360,-1,-1
43.660,-79.435,-1,-1
43.660,-79.434,-1,-1
43.660,-79.433,-1,-1
43.660,-79.432,-1,-1
43.660,-79.431,-1,-1
43.660,-79.430,-1,-1
43.660,-79.429,-1,-1
43.660,-79.428,-1,-1
43.660,-79.427,-1,-1
43.660,-79.426,-1,-1
43.660,-79.425,-1,-1
43.660,-79.424,-1,-1
43.660,-79.423,-1,-1
43.660,-79.422,-1,-1
43.660,-79.421,-1,-1
43.660,-79.420,-1,-1
43.660,-79.419,-1,-1
43.660,-79.418,-1,-1
43.660,-79.417,-1,-1
43.660,-79.416,-1,-1
43.660,-79.415,-1,-1
43.660,-79.414,-1,-1
43.660,-79.413,-1,-1
43.660,-79.412,-1,-1
43.660,-79.411,-1,-1
43.660,-79.410,-1,-1
43.660,-79.409,-1,-1
43.660,-79.408,-1,-1
43.660,-79.407,-1,-1
43.660,-79.406,-1,-1
43.660,-79.405,-1,-1
43.660,-79.404,-1,-1
43.660,-79.403,-1,-1
43.660,-79.402,-1,-1
43.660,-79.401,-1,-1
43.660,-79.400,-1,-1
43.660,-79.399,-1,-1
43.660,-79.398,-1,-1
43.660,-79.397,-1,-1
43.660,-79.396,-1,-1
43.660,-79.395,-1,-1
43.660,-79.394,-1,-1
43.660,-79.393,-1,-1
43.660,-79.392,-1,-1
43.660,-79.391,-1,-1
43.660,-79.390,-1,-1
43.660,-79.389,-1,-1
43.660,-79.388,-1,-1
43.660,-79.387,-1,-1
43.660,-79.386,-1,-1
43.660,-79.385,-1,-1
43.660,-79.384,-1,-1
43.660,-79.383,-1,-1
43.660,-79.382,-1,-1
43.660,-79.381,-1,-1
43.660,-79.380,-1,-1
43.660,-79.379,-1,-1
43.660,-79.378,-1,-1
43.660,-79.377,-1,-1
43.660,-79.376,-1,-1
43.660,-79.375,-1,-1
43.660,-79.374,-1,-1
43.660,-79.373,-1,-1
43.660,-79.372,-1,-1
43.660,-79.371,-1,-1
43.660,-79.370,-1,-1
43.660,-79.369,-1,-1
43.660,-79.368,-1,-1
43.660,-79.367,-1,-1
43.660,-79.366,-1,-1
43.660,-79.365,-1,-1
43.660,-79.364,-1,-1
43.660,-79.363,-1,-1
43.660,-79.362,-1,-1
43.660,-79.361,-1,-1
43.660,-79.360,-1,-1
43.661,-79.435,-1,-1
43.661,-79.434,-1,-1
43.661,-79.433,-1,-1
43.661,-79.432,-1,-1
43.661,-79.431,-1,-1
43.661,-79.430,-1,-1
43.661,-79.429,-1,-1
43.661,-79.428,-1,-1
43.661,-79.427,-1,-1
43.661,-79.426,-1,-1
43.661,-79.425,-1,-1
43.661,-79.424,-1,-1
43.661,-79.423,-1,-1
43.661,-79.422,-1,-1
43.661,-79.421,-1,-1
43.661,-79.420,-1,-1
43.661,-79.419,-1,-1
43.661,-79.418,-1,-1
43.661,-79.417,-1,-1
43.661,-79.416,-1,-1
43.661,-79.415,-1,-1
43.661,-79.414,-1,-1
43.661,-79.413,-1,-1
43.661,-79.412,-1,-1
43.661,-79.411,-1,-1
43.661,-79.410,-1,-1
43.661,-79.409,-1,-1
43.661,-79.408,-1,-1
43.661,-79.407,-1,-1
43.661,-79.406,-1,-1
43.661,-79.405,-1,-1
43.661,-79.404,-1,-1
43.661,-79.403,-1,-1
43.661,-79.402,-1,-1
43.661,-79.401,-1,-1
43.661,-79.400,-1,-1
43.661,-79.399,-1,-1
43.661,-79.398,-1,-1
43.661,-79.397,-1,-1
43.661,-79.396,-1,-1
43.661,-79.395,-1,-1
43.661,-79.394,-1,-1
43.661,-79.393,-1,-1
43.661,-79.392,-1,-1
43.661,-79.391,-1,-1
43.661,-79.390,-1,-1
43.661,-79.389,-1,-1
43.661,-79.388,-1,-1
43.661,-79.387,-1,-1
43.661,-79.386,-1,-1
43.661,-79.385,-1,-1
43.661,-79.384,-1,-1
43.661,-79.383,-1,-1
43.661,-79.382,-1,-1
43.661,-79.381,-1,-1
43.661,-79.380,-1,-1
43.661,-79.379,-1,-1
43.661,-79.378,-1,-1
43.661,-79.377,-1,-1
43.661,-79.376,-1,-1
43.661,-79.375,-1,-1
43.661,-79.374,-1,-1
43.661,-79.373,-1,-1
43.661,-79.372,-1,-1
43.661,-79.371,-1,-1
43.661,-79.370,-1,-1
43.661,-79.369,-1,-1
43.661,-79.368,-1,-1
43.661,-79.367,-1,-1
43.661,-79.366,-1,-1
43.661,-79.365,-1,-1
43.661,-79.364,-1,-1
43.661,-79.363,-1,-1
43.661,-79.362,-1,-1
43.661,-79.361,-1,-1
43.661,-79.360,-1,-1
43.662,-79.435,-1,-1
43.662,-79.434,-1,-1
43.662,-79.433,-1,-1
43.662,-79.432,-1,-1
43.662,-79.431,-1,-1
43.662,-79.430,-1,-1
43.662,-79.429,-1,-1
43.662,-79.428,-1,-1
43.662,-79.427,-1,-1
43.662,-79.426,-1,-1
43.662,-79.425,-1,-1
43.662,-79.424,-1,-1
43.662,-79.423,-1,-1
43.662,-79.422,-1,-1
43.662,-79.421,-1,-1
43.662,-79.420,-1,-1
43.662,-79.419,-1,-1
43.662,-79.418,-1,-1
43.662,-79.417,-1,-1
43.662,-79.416,-1,-1
43.662,-79.415,-1,-1
43.662,-79.414,-1,-1
43.662,-79.413,-1,-1
43.662,-79.412,-1,-1
43.662,-79.411,-1,-1
43.662,-79.410,-1,-1
43.662,-79.409,-1,-1
43.662,-79.408,-1,-1
43.662,-79.407,-1,-1
43.662,-79.406,-1,-1
43.662,-79.405,-1,-1
43.662,-79.404,-1,-1
43.662,-79.403,-1,-1
43.662,-79.402,-1,-1
43.662,-79.401,-1,-1
43.662,-79.400,-1,-1
43.662,-79.399,-1,-1
43.662,-79.398,-1,-1
43.662,-79.397,-1,-1
43.662,-79.396,-1,-1
43.662,-79.395,-1,-1
43.662,-79.394,-1,-1
43.662,-79.393,-1,-1
43.662,-79.392,-1,-1
43.662,-79.391,-1,-1
43.662,-79.390,-1,-1
43.662,-79.389,-1,-1
43.662,-79.388,-1,-1
43.662,-79.387,-1,-1
43.662,-79.386,-1,-1
43.662,-79.385,-1,-1
43.662,-79.384,-1,-1
43.662,-79.383,-1,-1
43.662,-79.382,-1,-1
43.662,-79.381,-1,-1
43.662,-79.380,-1,-1
43.662,-79.379,-1,-1
43.662,-79.378,-1,-1
43.662,-79.377,-1,-1
43.662,-79.376,-1,-1
43.662,-79.375,-1,-1
43.662,-79.374,-1,-1
43.662,-79.373,-1,-1
43.662,-79.372,-1,-1
43.662,-79.371,-1,-1
43.662,-79.370,-1,-1
43.662,-79.369,-1,-1
43.662,-79.368,-1,-1
43.662,-79.367,-1,-1
43.662,-79.366,-1,-1
43.662,-79.365,-1,-1
43.662,-79.364,-1,-1
43.662,-79.363,-1,-1
43.662,-79.362,-1,-1
43.662,-79.361,-1,-1
43.662,-79.360,-1,-1
43.663,-79.435,-1,-1
43.663,-79.434,-1,-1
43.663,-79.433,-1,-1
43.663,-79.432,-1,-1
43.663,-79.431,-1,-1
43.663,-79.430,-1,-1
43.663,-79.429,-1,-1
43.663,-79.428,-1,-1
43.663,-79.427,-1,-1
43.663,-79.426,-1,-1
43.663,-79.425,-1,-1
43.663,-79.424,-1,-1
43.663,-79.423,-1,-1
43.663,-79.422,-1,-1
43.663,-79.421,-1,-1
43.663,-79.420,-1,-1
43.663,-79.419,-1,-1
43.663,-79.418,-1,-1
43.663,-79.417,-1,-1
43.663,-79.416,-1,-1
43.663,-79.415,-1,-1
43.663,-79.414,-1,-1
43.663,-79.413,-1,-1
43.663,-79.412,-1,-1
43.663,-79.411,-1,-1
43.663,-79.410,-1,-1
43.663,-79.409,-1,-1
43.663,-79.408,-1,-1
43.663,-79.407,-1,-1
43.663,-79.406,-1,-1
43.663,-79.405,-1,-1
43.663,-79.404,-1,-1
43.663,-79.403,-1,-1
43.663,-79.402,-1,-1
43.663,-79.401,-1,-1
43.663,-79.400,-1,-1
43.663,-79.399,-1,-1
43.663,-79.398,-1,-1
43.663,-79.397,-1,-1
43.663,-79.396,-1,-1
43.663,-79.395,-1,-1
43.663,-79.394,-1,-1
43.663,-79.393,-1,-1
43.663,-79.392,-1,-1
43.663,-79.391,-1,-1
43.663,-79.390,-1,-1
43.663,-79.389,-1,-1
43.663,-79.388,-1,-1
43.663,-79.387,-1,-1
43.663,-79.386,-1,-1
43.663,-79.385,-1,-1
43.663,-79.384,-1,-1
43.663,-79.383,-1,-1
43.663,-79.382,-1,-1
43.663,-79.381,-1,-1
43.663,-79.380,-1,-1
43.663,-79.379,-1,-1
43.663,-79.378,-1,-1
43.663,-79.377,-1,-1
43.663,-79.376,-1,-1
43.663,-79.375,-1,-1
43.663,-79.374,-1,-1
43.663,-79.373,-1,-1
43.663,-79.372,-1,-1
43.663,-79.371,-1,-1
43.663,-79.370,-1,-1
43.663,-79.369,-1,-1
43.663,-79.368,-1,-1
43.663,-79.367,-1,-1
43.663,-79.366,-1,-1
43.663,-79.365,-1,-1
43.663,-79.364,-1,-1
43.663,-79.363,-1,-1
43.663,-79.362,-1,-1
43.663,-79.361,-1,-1
43.663,-79.360,-1,-1
43.664,-79.435,-1,-1
43.664,-79.434,-1,-1
43.664,-79.433,-1,-1
43.664,-79.432,-1,-1
43.664,-79.431,-1,-1
43.664,-79.430,-1,-1
43.664,-79.429,-1,-1
43.664,-79.428,-1,-1
43.664,-79.427,-1,-1
43.664,-79.426,-1,-1
43.664,-79.425,-1,-1
43.664,-79.424,-1,-1
43.664,-79.423,-1,-1
43.664,-79.422,-1,-1
43.664,-79.421,-1,-1
43.664,-79.420,-1,-1
43.664,-79.419,-1,-1
43.664,-79.418,-1,-1
43.664,-79.417,-1,-1
43.664,-79.416,-1,-1
43.664,-79.415,-1,-1
43.664,-79.414,-1,-1
43.664,-79.413,-1,-1
43.664,-79.412,-1,-1
43.664,-79.411,-1,-1
43.664,-79.410,-1,-1
43.664,-79.409,-1,-1
43.664,-79.408,-1,-1
43.664,-79.407,-1,-1
43.664,-79.406,-1,-1
43.664,-79.405,-1,-1
43.664,-79.404,-1,-1
43.664,-79.403,-1,-1
43.664,-79.402,-1,-1
43.664,-79.401,-1,-1
43.664,-79.400,-1,-1
43.664,-79.399,-1,-1
43.664,-79.398,-1,-1
43.664,-79.397,-1,-1
43.664,-79.396,-1,-1
43.664,-79.395,-1,-1
43.664,-79.394,-1,-1
43.664,-79.393,-1,-1
43.664,-79.392,-1,-1
43.664,-79.391,-1,-1
43.664,-79.390,-1,-1
43.664,-79.389,-1,-1
43.664,-79.388,-1,-1
43.664,-79.387,-1,-1
43.664,-79.386,-1,-1
43.664,-79.385,-1,-1
43.664,-79.384,-1,-1
43.664,-79.383,-1,-1
43.664,-79.382,-1,-1
43.664,-79.381,-1,-1
43.664,-79.380,-1,-1
43.664,-79.379,-1,-1
43.664,-79.378,-1,-1
43.664,-79.377,-1,-1
43.664,-79.376,-1,-1
43.664,-79.375,-1,-1
43.664,-79.374,-1,-1
43.664,-79.373,-1,-1
43.664,-79.372,-1,-1
43.664,-79.371,-1,-1
43.664,-79.370,-1,-1
43.664,-79.369,-1,-1
43.664,-79.368,-1,-1
43.664,-79.367,-1,-1
43.664,-79.366,-1,-1
43.664,-79.365,-1,-1
43.664,-79.364,-1,-1
43.664,-79.363,-1,-1
43.664,-79.362,-1,-1
43.664,-79.361,-1,-1
43.664,-79.360,-1,-1
43.665,-79.435,-1,-1
43.665,-79.434,-1,-1
43.665,-79.433,-1,-1
43.665,-79.432,-1,-1
43.665,-79.431,-1,-1
43.665,-79.430,-1,-1
43.665,-79.429,-1,-1
43.665,-79.428,-1,-1
43.665,-79.427,-1,-1
43.665,-79.426,-1,-1
43.665,-79.425,-1,-1
43.665,-79.424,-1,-1
43.665,-79.423,-1,-1
43.665,-79.422,-1,-1
43.665,-79.421,-1,-1
43.665,-79.420,-1,-1
43.665,-79.419,-1,-1
43.665,-79.418,-1,-1
43.665,-79.417,-1,-1
43.665,-79.416,-1,-1
43.665,-79.415,-1,-1
43.665,-79.414,-1,-1
43.665,-79.413,-1,-1
43.665,-79.412,-1,-1
43.665,-79.411,-1,-1
43.665,-79.410,-1,-1
43.665,-79.409,-1,-1
43.665,-79.408,-1,-1
43.665,-79.407,-1,-1
43.665,-79.406,-1,-1
43.665,-79.405,-1,-1
43.665,-79.404,-1,-1
43.665,-79.403,-1,-1
43.665,-79.402,-1,-1
43.665,-79.401,-1,-1
43.665,-79.400,-1,-1
43.665,-79.399,-1,-1
43.665,-79.398,-1,-1
43.665,-79.397,-1,-1
43.665,-79.396,-1,-1
43.665,-79.395,-1,-1
43.665,-79.394,-1,-1
43.665,-79.393,-1,-1
43.665,-79.392,-1,-1
43.665,-79.391,-1,-1
43.665,-79.390,-1,-1
43.665,-79.389,-1,-1
43.665,-79.388,-1,-1
43.665,-79.387,-1,-1
43.665,-79.386,-1,-1
43.665,-79.385,-1,-1
43.665,-79.384,-1,-1
43.665,-79.383,-1,-1
43.665,-79.382,-1,-1
43.665,-79.381,-1,-1
43.665,-79.380,-1,-1
43.665,-79.379,-1,-1
43.665,-79.378,-1,-1
43.665,-79.377,-1,-1
43.665,-79.376,-1,-1
43.665,-79.375,-1,-1
43.665,-79.374,-1,-1
43.665,-79.373,-1,-1
43.665,-79.372,-1,-1
43.665,-79.371,-1,-1
43.665,-79.370,-1,-1
43.665,-79.369,-1,-1
43.665,-79.368,-1,-1
43.665,-79.367,-1,-1
43.665,-79.366,-1,-1
43.665,-79.365,-1,-1
43.665,-79.364,-1,-1
43.665,-79.363,-1,-1
43.665,-79.362,-1,-1
43.665,-79.361,-1,-1
43.665,-79.360,-1,-1
43.666,-79.435,-1,-1
43.666,-79.434,-1,-1
43.666,-79.433,-1,-1
43.666,-79.432,-1,-1
43.666,-79.431,-1,-1
43.666,-79.430,-1,-1
43.666,-79.429,-1,-1
43.666,-79.428,-1,-1
43.666,-79.427,-1,-1
43.666,-79.426,-1,-1
43.666,-79.425,-1,-1
43.666,-79.424,-1,-1
43.666,-79.423,-1,-1
43.666,-79.422,-1,-1
43.666,-79.421,-1,-1
43.666,-79.420,-1,-1
43.666,-79.419,-1,-1
43.666,-79.418,-1,-1
43.666,-79.417,-1,-1
43.666,-79.416,-1,-1
43.666,-79.415,-1,-1
43.666,-79.414,-1,-1
43.666,-79.413,-1,-1
43.666,-79.412,-1,-1
43.666,-79.411,-1,-1
43.666,-79.410,-1,-1
43.666,-79.409,-1,-1
43.666,-79.408,-1,-1
43.666,-79.407,-1,-1
43.666,-79.406,-1,-1
43.666,-79.405,-1,-1
43.666,-79.404,-1,-1
43.666,-79.403,-1,-1
43.666,-79.402,-1,-1
43.666,-79.401,-1,-1
43.666,-79.400,-1,-1
43.666,-79.399,-1,-1
43.666,-79.398,-1,-1
43.666,-79.397,-1,-1
43.666,-79.396,-1,-1
43.666,-79.395,-1,-1
43.666,-79.394,-1,-1
43.666,-79.393,-1,-1
43.666,-79.392,-1,-1
43.666,-79.391,-1,-1
43.666,-79.390,-1,-1
43.666,-79.389,-1,-1
43.666,-79.388,-1,-1
43.666,-79.387,-1,-1
43.666,-79.386,-1,-1
43.666,-79.385,-1,-1
43.666,-79.384,-1,-1
43.666,-79.383,-1,-1
43.666,-79.382,-1,-1
43.666,-79.381,-1,-1
43.666,-79.380,-1,-1
43.666,-79.379,-1,-1
43.666,-79.378,-1,-1
43.666,-79.377,-1,-1
43.666,-79.376,-1,-1
43.666,-79.375,-1,-1
43.666,-79.374,-1,-1
43.666,-79.373,-1,-1
43.666,-79.372,-1,-1
43.666,-79.371,-1,-1
43.666,-79.370,-1,-1
43.666,-79.369,-1,-1
43.666,-79.368,-1,-1
43.666,-79.367,-1,-1
43.666,-79.366,-1,-1
43.666,-79.365,-1,-1
43.666,-79.364,-1,-1
43.666,-79.363,-1,-1
43.666,-79.362,-1,-1
43.666,-79.361,-1,-1
43.666,-79.360,-1,-1
43.667,-79.435,-1,-1
43.667,-79.434,-1,-1
43.667,-79.433,-1,-1
43.667,-79.432,-1,-1
43.667,-79.431,-1,-1
43.667,-79.430,-1,-1
43.667,-79.429,-1,-1
43.667,-79.428,-1,-1
43.667,-79.427,-1,-1
43.667,-79.426,-1,-1
43.667,-79.425,-1,-1
43.667,-79.424,-1,-1
43.667,-79.423,-1,-1
43.667,-79.422,-1,-1
43.667,-79.421,-1,-1
43.667,-79.420,-1,-1
43.667,-79.419,-1,-1
43.667,-79.418,-1,-1
43.667,-79.417,-1,-1
43.667,-79.416,-1,-1
43.667,-79.415,-1,-1
43.667,-79.414,-1,-1
43.667,-79.413,-1,-1
43.667,-79.412,-1,-1
43.667,-79.411,-1,-1
43.667,-79.410,-1,-1
43.667,-79.409,-1,-1
43.667,-79.408,-1,-1
43.667,-79.407,-1,-1
43.667,-79.406,-1,-1
43.667,-79.405,-1,-1
43.667,-79.404,-1,-1
43.667,-79.403,-1,-1
43.667,-79.402,-1,-1
43.667,-79.401,-1,-1
43.667,-79.400,-1,-1
43.667,-79.399,-1,-1
43.667,-79.398,-1,-1
43.667,-79.397,-1,-1
43.667,-79.396,-1,-1
43.667,-79.395,-1,-1
43.667,-79.394,-1,-1
43.667,-79.393,-1,-1
43.667,-79.392,-1,-1
43.667,-79.391,-1,-1
43.667,-79.390,-1,-1
43.667,-79.389,-1,-1
43.667,-79.388,-1,-1
43.667,-79.387,-1,-1
43.667,-79.386,-1,-1
43.667,-79.385,-1,-1
43.667,-79.384,-1,-1
43.667,-79.383,-1,-1
43.667,-79.382,-1,-1
43.667,-79.381,-1,-1
43.667,-79.380,-1,-1
43.667,-79.379,-1,-1
43.667,-79.378,-1,-1
43.667,-79.377,-1,-1
43.667,-79.376,-1,-1
43.667,-79.375,-1,-1
43.667,-79.374,-1,-1
43.667,-79.373,-1,-1
43.667,-79.372,-1,-1
43.667,-79.371,-1,-1
43.667,-79.370,-1,-1
43.667,-79.369,-1,-1
43.667,-79.368,-1,-1
43.667,-79.367,-1,-1
43.667,-79.366,-1,-1
43.667,-79.365,-1,-1
43.667,-79.364,-1,-1
43.667,-79.363,-1,-1
43.667,-79.362,-1,-1
43.667,-79.361,-1,-1
43.667,-79.360,-1,-1
43.668,-79.435,-1,-1
43.668,-79.434,-1,-1
43.668,-79.433,-1,-1
43.668,-79.432,-1,-1
43.668,-79.431,-1,-1
43.668,-79.430,-1,-1
43.668,-79.429,-1,-1
43.668,-79.428,-1,-1
43.668,-79.427,-1,-1
43.668,-79.426,-1,-1
43.668,-79.425,-1,-1
43.668,-79.424,-1,-1
43.668,-79.423,-1,-1
43.668,-79.422,-1,-1
43.668,-79.421,-1,-1
43.668,-79.420,-1,-1
43.668,-79.419,-1,-1
